Country Code,IncomeGroup,Year,"Birth rate, crude (per 1,000 people)","Death rate, crude (per 1,000 people)",Electric power consumption (kWh per capita),GDP (USD),GDP per capita (USD),Individuals using the Internet (% of population),"Infant mortality rate (per 1,000 live births)",Life expectancy at birth (years),Population density (people per sq. km of land area),Unemployment (% of total labor force) (modeled ILO estimate)
COG,Lower middle income,1999,38.5,12.995,211.35099719936457,2353910000.0,774.712,0.016791,73.2,51.925,8.89731,20.188
COG,Lower middle income,1998,38.416,12.999,205.0104672833836,1949480000.0,660.472,0.00341514,72.7,51.899,8.64318,20.59
COG,Lower middle income,1997,38.307,12.921,198.86015326488211,2322720000.0,810.077,0.0034691,71.2,52.016,8.39613,20.447
COG,Lower middle income,1996,38.186,12.775,192.89434866693563,2540700000.0,912.014,0.00352686,69.2,52.252,8.15757,20.028
COG,Lower middle income,1995,38.069,12.576,187.10751820692755,2116000000.0,781.524,,67.1,52.583,7.92837,20.031
COG,Lower middle income,1994,37.968,12.344,181.4942926607197,1769370000.0,672.163,,64.9,52.984,7.70818,18.918
COG,Lower middle income,1993,37.899,12.097,176.04946388089812,1918970000.0,749.635,,63.0,53.424,7.49597,20.484
COG,Lower middle income,1992,37.873,11.858,170.76797996447115,2933220000.0,1178.02,,61.3,53.867,7.29122,20.448
COG,Lower middle income,1991,37.903,11.647,165.64494056553704,2724850000.0,1124.9,,59.9,54.281,7.09313,20.333
COG,Lower middle income,1990,37.997,11.481,160.67559234857092,2798750000.0,1187.55,0.0,58.9,54.638,6.90113,
COG,Lower middle income,1989,38.159,11.371,155.8553245781138,2389590000.0,1042.05,,58.4,54.917,6.71498,
COG,Lower middle income,1988,38.383,11.313,151.17966484077039,2212540000.0,991.517,,58.4,55.119,6.5343,
COG,Lower middle income,1987,38.663,11.305,146.64427489554726,2297750000.0,1058.23,,58.9,55.247,6.35819,
COG,Lower middle income,1986,38.993,11.349,142.24494664868084,1849270000.0,875.451,,59.8,55.294,6.18554,
COG,Lower middle income,1985,39.38,11.445,137.97759824922042,2160870000.0,1051.87,,61.1,55.26,6.01555,
COG,Lower middle income,1984,39.828,11.591,133.8382703017438,2193580000.0,1098.44,,62.6,55.15,5.84772,
COG,Lower middle income,1983,40.33,11.777,129.82312219269147,2097270000.0,1080.82,,64.3,54.978,5.68212,
COG,Lower middle income,1982,40.871,11.995,125.92842852691072,2160640000.0,1146.3,,66.1,54.76,5.5194,
COG,Lower middle income,1981,41.43,12.236,122.1505756711034,1993510000.0,1088.97,,67.7,54.506,5.36056,
COG,Lower middle income,1980,41.978,12.494,118.4860584009703,1705800000.0,959.426,,69.4,54.226,5.20625,
COG,Lower middle income,1979,42.485,12.763,114.93147664894117,1198750000.0,694.176,,70.9,53.927,5.05671,
COG,Lower middle income,1978,42.931,13.038,111.48353234947294,878772000.0,523.91,,72.6,53.611,4.91166,
COG,Lower middle income,1977,43.299,13.318,108.13902637898876,765224000.0,469.691,,74.3,53.282,4.77074,
COG,Lower middle income,1976,43.58,13.599,104.89485558761909,754550000.0,476.851,,75.9,52.944,4.63355,
COG,Lower middle income,1975,43.773,13.88,101.74800991999051,767103000.0,499.203,,77.7,52.6,4.49972,
COG,Lower middle income,1974,43.888,14.16,98.69556962239079,585365000.0,392.321,,79.4,52.249,4.36912,
COG,Lower middle income,1973,43.946,14.443,95.73470253371906,541973000.0,374.126,,81.3,51.888,4.24198,
COG,Lower middle income,1972,43.969,14.733,92.86266145770749,410669000.0,291.975,,83.2,51.514,4.11866,
COG,Lower middle income,1971,43.964,15.029,90.07678161397627,322128000.0,235.836,,85.3,51.126,3.9997,
COG,Lower middle income,1970,43.938,15.332,87.37447816555698,274961000.0,207.223,,87.3,50.725,3.88546,
COG,Lower middle income,1969,43.892,15.639,84.75324382059026,265040000.0,205.534,,89.5,50.313,3.77605,
COG,Lower middle income,1968,43.821,15.953,82.21064650597255,251247000.0,200.395,,91.9,49.887,3.67133,
COG,Lower middle income,1967,43.727,16.273,79.74432711079338,237397000.0,194.661,,94.3,49.448,3.57113,
COG,Lower middle income,1966,43.614,16.602,77.35199729746957,220614000.0,185.892,,96.9,48.993,3.47521,
COG,Lower middle income,1965,43.485,16.943,75.03143737854548,198318000.0,171.646,,99.1,48.517,3.38329,
COG,Lower middle income,1964,43.341,17.299,72.78049425718912,185694000.0,165.009,,101.5,48.016,3.29532,
COG,Lower middle income,1963,43.185,17.674,70.59707942947344,172233000.0,157.056,,103.7,47.486,3.21124,
COG,Lower middle income,1962,43.022,18.069,68.47916704658924,166521000.0,155.738,,105.8,46.928,3.131,
COG,Lower middle income,1961,42.859,18.485,66.42479203519154,151676000.0,145.406,,107.9,46.338,3.05451,
COG,Lower middle income,1960,42.702,18.924,64.43204827413581,131732000.0,129.37,,110.1,45.721,,
CRI,Upper middle income,2018,,,2134.0,60126000000.0,12026.5,74.0868,7.6,,97.9131,8.128
CRI,Upper middle income,2017,14.246,5.005,2069.98,58174600000.0,11752.5,71.3908,7.6,79.914,96.9439,8.142
CRI,Upper middle income,2016,14.512,4.933,2007.8806,57158000000.0,11666.5,65.8804,7.7,79.738,95.9527,8.598
CRI,Upper middle income,2015,14.762,4.862,1947.644182,54776000000.0,11299.1,59.763,7.8,79.565,94.9433,8.999
CRI,Upper middle income,2014,14.989,4.791,1889.2148565399998,50577800000.0,10547.2,53.0,8.0,79.398,93.9169,9.059
CRI,Upper middle income,2013,15.194,4.722,1832.5384108437997,49745100000.0,10490.1,45.96,8.2,79.234,92.8732,8.768
CRI,Upper middle income,2012,15.381,4.654,1777.5622585184856,46473100000.0,9913.21,47.5,8.4,79.074,91.8136,9.784
CRI,Upper middle income,2011,15.554,4.587,1724.235390762931,42262700000.0,9121.93,39.2122,8.6,78.919,90.7381,10.139
CRI,Upper middle income,2010,15.719,4.521,1672.508329040043,37268600000.0,8141.91,36.5,8.7,78.769,89.647,7.171
CRI,Upper middle income,2009,15.877,4.456,1622.3330791688418,30562400000.0,6760.48,34.33,8.8,78.626,88.5378,7.713
CRI,Upper middle income,2008,16.041,4.39,1573.6630867937765,30612900000.0,6859.08,32.29,8.9,78.491,87.4094,4.781
CRI,Upper middle income,2007,16.225,4.325,1526.4531941899631,26744000000.0,6071.79,28.4,8.9,78.362,86.2638,4.49
CRI,Upper middle income,2006,16.444,4.26,1480.6595983642642,22602700000.0,5201.51,25.1,8.9,78.239,85.104,5.74
CRI,Upper middle income,2005,16.72,4.197,1436.2398104133363,19948300000.0,4654.82,22.07,9.1,78.117,83.9307,6.571
CRI,Upper middle income,2004,17.074,4.138,1393.152616100936,18529000000.0,4385.39,20.7923,9.2,77.996,82.7488,6.391
CRI,Upper middle income,2003,17.512,4.083,1351.358037617908,17196000000.0,4129.63,20.3336,9.5,77.871,81.5522,6.558
CRI,Upper middle income,2002,18.038,4.035,1310.8172964893708,16504800000.0,4024.65,19.8949,9.9,77.74,80.3158,6.334
CRI,Upper middle income,2001,18.648,3.993,1271.4927775946896,15913400000.0,3944.74,9.55948,10.4,77.601,79.0065,5.915
CRI,Upper middle income,2000,19.335,3.959,1233.347994266849,14949500000.0,3772.87,5.80025,11.1,77.452,77.6023,5.082
CRI,Upper middle income,1999,20.088,3.933,1196.3475544388434,14195600000.0,3653.55,3.90432,11.8,77.293,76.0954,5.895
CRI,Upper middle income,1998,20.885,3.915,1160.457127805678,13617400000.0,3579.87,2.66638,12.3,77.124,74.4984,5.327
CRI,Upper middle income,1997,21.703,3.904,1125.6434139715077,12552100000.0,3375.17,1.64022,12.6,76.948,72.8349,5.681
CRI,Upper middle income,1996,22.527,3.9,1091.8741115523626,11618300000.0,3198.55,0.841057,12.6,76.765,71.1391,6.162
CRI,Upper middle income,1995,23.352,3.9,1059.1178882057914,11513500000.0,3247.32,0.416829,12.6,76.579,69.4386,5.176
CRI,Upper middle income,1994,24.181,3.904,1027.3443515596177,10432600000.0,3016.22,0.279912,12.7,76.394,67.7406,4.045
CRI,Upper middle income,1993,25.014,3.911,996.5240210128292,9537300000.0,2828.13,0.0815098,12.9,76.211,66.0458,3.954
CRI,Upper middle income,1992,25.841,3.921,966.6283003824442,8528590000.0,2595.02,0.00111333,13.3,76.028,64.3658,3.927
CRI,Upper middle income,1991,26.644,3.933,937.6294513709709,7169000000.0,2238.85,,13.7,75.844,62.7122,5.373
CRI,Upper middle income,1990,27.394,3.947,909.5005678298418,5711690000.0,1831.0,0.0,14.2,75.654,61.0935,
CRI,Upper middle income,1989,28.064,3.964,882.2155507949465,5251030000.0,1727.87,,14.7,75.456,59.5185,
CRI,Upper middle income,1988,28.635,3.984,855.7490842710981,4614630000.0,1558.51,,15.6,75.243,57.9892,
CRI,Upper middle income,1987,29.098,4.011,830.0766117429652,4532950000.0,1571.3,,17.0,75.006,56.4992,
CRI,Upper middle income,1986,29.449,4.047,805.1743133906762,4418980000.0,1572.46,,18.4,74.738,55.038,
CRI,Upper middle income,1985,29.692,4.095,781.0190839889558,3919200000.0,1432.08,,19.3,74.429,53.598,
CRI,Upper middle income,1984,29.84,4.159,757.5885114692871,3660480000.0,1373.94,,19.5,74.07,52.1783,
CRI,Upper middle income,1983,29.917,4.241,734.8608561252086,3146770000.0,1213.55,,19.4,73.657,50.7838,
CRI,Upper middle income,1982,29.95,4.342,712.8150304414522,2606620000.0,1033.0,,19.2,73.193,49.4194,
CRI,Upper middle income,1981,29.957,4.463,691.4305795282086,2623810000.0,1068.5,,19.2,72.678,48.0922,
CRI,Upper middle income,1980,29.93,4.603,670.6876621423623,4831450000.0,2021.55,,19.8,72.113,46.8072,
CRI,Upper middle income,1979,29.851,4.762,650.5670322780913,4035520000.0,1734.61,,21.2,71.501,45.5633,
CRI,Upper middle income,1978,29.721,4.935,631.0500213097487,3523210000.0,1555.54,,23.8,70.853,44.3585,
CRI,Upper middle income,1977,29.567,5.121,612.1185206704563,3072430000.0,1393.0,,28.1,70.182,43.1965,
CRI,Upper middle income,1976,29.432,5.319,593.7549650503425,2412560000.0,1122.81,,33.3,69.501,42.0814,
CRI,Upper middle income,1975,29.388,5.527,575.9423160988322,1960860000.0,936.336,,38.1,68.825,41.0143,
CRI,Upper middle income,1974,29.512,5.744,558.6640466158673,1666540000.0,816.037,,42.3,68.17,39.9969,
CRI,Upper middle income,1973,29.855,5.973,541.9041252173912,1528920000.0,767.33,,46.9,67.541,39.023,
CRI,Upper middle income,1972,30.449,6.213,525.6470014608694,1238250000.0,636.905,,52.4,66.943,38.0762,
CRI,Upper middle income,1971,31.304,6.465,509.87759141704333,1077150000.0,568.096,,57.7,66.378,37.1343,
CRI,Upper middle income,1970,32.43,6.733,494.58126367453207,984830000.0,533.092,,61.0,65.844,36.1808,
CRI,Upper middle income,1969,33.817,7.021,479.74382576429605,853630000.0,474.795,,62.4,65.339,35.2114,
CRI,Upper middle income,1968,35.396,7.328,465.3515109913672,773841000.0,442.779,,63.0,64.847,34.2282,
CRI,Upper middle income,1967,37.078,7.654,451.3909656616262,699457000.0,412.238,,64.0,64.358,33.2302,
CRI,Upper middle income,1966,38.788,7.998,437.8492366917773,647306000.0,393.479,,65.8,63.862,32.2186,
CRI,Upper middle income,1965,40.441,8.357,424.71375959102403,592981000.0,372.279,,68.6,63.348,31.1955,
CRI,Upper middle income,1964,41.965,8.729,411.9723468032933,542578000.0,352.337,,,62.807,30.1594,
CRI,Upper middle income,1963,43.311,9.108,399.61317639919446,511902000.0,344.355,,,62.236,29.1138,
CRI,Upper middle income,1962,44.437,9.488,387.62478110721867,479181000.0,334.312,,,61.638,28.0716,
CRI,Upper middle income,1961,45.305,9.864,375.996037674002,490325000.0,355.004,,,61.018,27.0502,
CRI,Upper middle income,1960,45.901,10.229,364.71615654378195,507514000.0,381.365,,,60.381,,
CIV,Lower middle income,2018,,,291.0,43007000000.0,1715.53,46.8237,59.4,,78.8341,2.48
CIV,Lower middle income,2017,35.993,10.262,282.27,38053600000.0,1557.18,43.8399,61.0,57.017,76.8474,2.488
CIV,Lower middle income,2016,36.225,10.5,273.8019,35297000000.0,1481.65,41.2078,62.9,56.567,74.9142,2.599
CIV,Lower middle income,2015,36.438,10.769,265.58784299999996,33131100000.0,1426.46,38.44,64.8,56.065,73.0382,3.113
CIV,Lower middle income,2014,36.63,11.076,257.62020771,35316500000.0,1559.39,19.2742,66.9,55.508,71.2191,3.66
CIV,Lower middle income,2013,36.812,11.417,249.89160147869998,31264200000.0,1415.47,12.0,68.9,54.906,69.4576,4.254
CIV,Lower middle income,2012,36.991,11.787,242.39485343433896,26790600000.0,1243.34,5.0,71.0,54.271,67.7585,7.223
CIV,Lower middle income,2011,37.18,12.176,235.12300783130877,25381600000.0,1207.0,2.9,73.3,53.62,66.1278,7.292
CIV,Lower middle income,2010,37.395,12.58,228.0693175963695,24884500000.0,1211.93,2.7,75.3,52.964,64.569,6.75
CIV,Lower middle income,2009,37.655,12.994,221.22723806847844,24277500000.0,1210.3,2.0,77.6,52.313,63.0791,6.493
CIV,Lower middle income,2008,37.965,13.407,214.5904209264241,24224900000.0,1235.61,1.9,79.9,51.682,61.6527,5.608
CIV,Lower middle income,2007,38.325,13.806,208.15270829863135,20343600000.0,1061.15,1.8,82.4,51.091,60.2869,5.561
CIV,Lower middle income,2006,38.728,14.174,201.90812704967237,17800900000.0,949.132,1.5249,84.9,50.561,58.9777,5.694
CIV,Lower middle income,2005,39.159,14.492,195.8508832381822,17084900000.0,930.83,1.03924,87.0,50.12,57.7186,5.672
CIV,Lower middle income,2004,39.599,14.743,189.97535674103673,16554400000.0,921.201,0.849282,89.3,49.788,56.511,5.631
CIV,Lower middle income,2003,40.026,14.92,184.27609603880563,15306600000.0,869.713,0.75867,91.5,49.572,55.3447,5.457
CIV,Lower middle income,2002,40.419,15.021,178.74781315764147,12346900000.0,716.53,0.497929,93.6,49.475,54.1872,5.37
CIV,Lower middle income,2001,40.77,15.044,173.3853787629122,11192600000.0,664.128,0.395748,95.6,49.495,52.9969,4.942
CIV,Lower middle income,2000,41.069,14.989,168.18381740002485,10717000000.0,651.306,0.231462,97.5,49.635,51.7442,4.672
CIV,Lower middle income,1999,41.315,14.858,163.1383028780241,12376600000.0,771.968,0.118686,99.2,49.891,50.4169,4.462
CIV,Lower middle income,1998,41.519,14.669,158.24415379168337,12612000000.0,809.013,0.0609744,100.7,50.242,49.0233,4.1
CIV,Lower middle income,1997,41.699,14.442,153.49682917793288,11722100000.0,774.728,0.0188284,102.0,50.657,47.5807,4.1
CIV,Lower middle income,1996,41.864,14.196,148.89192430259487,12139200000.0,827.762,0.00840978,103.0,51.109,46.1168,4.198
CIV,Lower middle income,1995,42.029,13.95,144.425166573517,11000100000.0,774.671,0.000200256,103.8,51.569,44.6533,4.1
CIV,Lower middle income,1994,42.205,13.722,140.0924115763115,8313560000.0,605.264,,104.4,52.013,43.1932,5.063
CIV,Lower middle income,1993,42.404,13.521,135.88963922902215,11045800000.0,832.283,,104.8,52.423,41.7347,5.998
CIV,Lower middle income,1992,42.635,13.359,131.81295005215148,11153000000.0,870.481,,105.1,52.779,40.2906,6.7
CIV,Lower middle income,1991,42.906,13.247,127.85856155058694,10492600000.0,848.753,,105.2,53.062,38.8755,6.568
CIV,Lower middle income,1990,43.224,13.193,124.02280470406933,10795900000.0,905.322,0.0,105.3,53.254,37.4996,
CIV,Lower middle income,1989,43.588,13.197,120.30212056294724,9757410000.0,848.29,,105.2,53.35,36.1712,
CIV,Lower middle income,1988,43.994,13.253,116.69305694605883,10255200000.0,924.327,,105.3,53.357,34.8891,
CIV,Lower middle income,1987,44.434,13.353,113.19226523767706,10087700000.0,942.93,,105.4,53.286,33.6421,
CIV,Lower middle income,1986,44.907,13.497,109.79649728054675,9158300000.0,888.527,,105.7,53.139,32.4128,
CIV,Lower middle income,1985,45.422,13.684,106.50260236213035,6977650000.0,703.52,,106.3,52.922,31.1893,
CIV,Lower middle income,1984,45.988,13.912,103.30752429126642,6841640000.0,717.897,,107.1,52.645,29.9689,
CIV,Lower middle income,1983,46.603,14.182,100.20829856252844,6838190000.0,747.757,,108.3,52.314,28.7576,
CIV,Lower middle income,1982,47.254,14.489,97.20204960565258,7567110000.0,863.334,,109.9,51.94,27.5629,
CIV,Lower middle income,1981,47.92,14.831,94.28598811748299,8432590000.0,1004.63,,111.9,51.525,26.3953,
CIV,Lower middle income,1980,48.566,15.205,91.45740847395851,10175600000.0,1266.62,,114.4,51.072,25.2631,
CIV,Lower middle income,1979,49.156,15.606,88.71368621973974,9142940000.0,1189.57,,117.4,50.579,24.1696,
CIV,Lower middle income,1978,49.663,16.032,86.05227563314754,7900520000.0,1074.86,,121.1,50.041,23.1141,
CIV,Lower middle income,1977,50.072,16.484,83.47070736415313,6265070000.0,891.635,,125.6,49.456,22.0959,
CIV,Lower middle income,1976,50.378,16.963,80.96658614322853,4662050000.0,694.383,,130.7,48.825,21.1131,
CIV,Lower middle income,1975,50.589,17.475,78.53758855893166,3893840000.0,607.236,,136.2,48.147,20.1648,
CIV,Lower middle income,1974,50.721,18.03,76.18146090216372,3070150000.0,501.553,,141.9,47.418,19.2493,
CIV,Lower middle income,1973,50.81,18.632,73.8960170750988,2508420000.0,429.413,,147.4,46.64,18.3695,
CIV,Lower middle income,1972,50.889,19.282,71.67913656284583,1849400000.0,331.669,,152.8,45.824,17.5347,
CIV,Lower middle income,1971,50.98,19.973,69.52876246596045,1584130000.0,297.28,,158.1,44.979,16.7571,
CIV,Lower middle income,1970,51.102,20.695,67.44289959198164,1455480000.0,285.273,,163.0,44.123,16.0442,
CIV,Lower middle income,1969,51.265,21.43,65.41961260422218,1361360000.0,277.972,,167.7,43.276,15.4009,
CIV,Lower middle income,1968,51.468,22.167,63.45702422609553,1281280000.0,271.853,,172.3,42.449,14.8212,
CIV,Lower middle income,1967,51.708,22.899,61.55331349931266,1082920000.0,238.311,,176.9,41.647,14.2898,
CIV,Lower middle income,1966,51.989,23.626,59.70671409433327,1024100000.0,233.615,,181.6,40.873,13.7853,
CIV,Lower middle income,1965,52.316,24.362,57.91551267150328,919771000.0,217.602,,186.4,40.115,13.292,
CIV,Lower middle income,1964,52.694,25.126,56.178047291358176,921063000.0,226.227,,191.4,39.358,12.8032,
CIV,Lower middle income,1963,53.112,25.934,54.49270587261743,761047000.0,194.213,,196.5,38.583,12.3227,
CIV,Lower middle income,1962,53.558,26.792,52.85792469643891,645284000.0,171.128,,201.8,37.78,11.8578,
CIV,Lower middle income,1961,54.017,27.694,51.272186955545735,618246000.0,170.243,,207.3,36.948,11.42,
CIV,Lower middle income,1960,54.472,28.627,49.73402134687936,546204000.0,155.9,,212.9,36.095,,
HRV,High income: nonOECD,2018,,,3941.0,60805700000.0,14869.1,72.6888,4.0,,73.0772,8.85
HRV,High income: nonOECD,2017,8.9,13.0,3822.77,55201400000.0,13383.7,67.0962,4.0,77.8268,73.705,11.208
HRV,High income: nonOECD,2016,9.0,12.3,3708.0869,51623400000.0,12366.8,72.6973,4.1,78.022,74.5952,13.103
HRV,High income: nonOECD,2015,8.9,12.9,3596.8442929999997,49519000000.0,11780.1,69.8031,4.2,77.2756,75.118,16.175
HRV,High income: nonOECD,2014,9.3,12.0,3488.9389642099995,57682300000.0,13609.5,68.57,4.2,77.478,75.7396,17.29
HRV,High income: nonOECD,2013,9.4,11.8,3384.2707952836995,58157900000.0,13665.9,66.7476,4.3,77.1268,76.0488,17.251
HRV,High income: nonOECD,2012,9.8,12.1,3282.7426714251883,56548400000.0,13250.8,61.94,4.4,76.9244,76.2609,15.935
HRV,High income: nonOECD,2011,9.6,11.9,3184.2603912824325,62399500000.0,14577.2,57.79,4.5,76.7756,76.4943,13.678
HRV,High income: nonOECD,2010,9.8,11.8,3088.7325795439597,59866000000.0,13937.1,56.55,4.7,76.4756,76.7589,11.62
HRV,High income: nonOECD,2009,10.1,11.8,2996.070602157641,62779100000.0,14582.2,50.58,4.9,76.1683,76.9332,9.202
HRV,High income: nonOECD,2008,9.9,11.8,2906.1884840929115,70494600000.0,16357.2,44.24,5.1,75.9122,77.014,8.53
HRV,High income: nonOECD,2007,9.4,11.798,2819.002829570124,60121900000.0,13948.7,41.44,5.3,75.7056,77.0232,9.909
HRV,High income: nonOECD,2006,9.33,11.341,2734.4327446830202,50404400000.0,11691.6,37.98,5.5,75.8368,77.04,11.13
HRV,High income: nonOECD,2005,9.563,11.656,2652.3997623425294,45347200000.0,10521.0,33.14,5.8,75.2446,77.0219,12.598
HRV,High income: nonOECD,2004,9.1,11.2,2572.8277694722537,41523400000.0,9646.29,30.91,6.0,75.5202,76.9228,13.664
HRV,High income: nonOECD,2003,8.9,11.8,2495.642936388086,34667300000.0,8055.79,22.75,6.3,74.6139,76.9701,13.924
HRV,High income: nonOECD,2002,9.0,11.4,2420.7736482964433,26868500000.0,6245.32,17.76,6.6,74.7173,76.9482,15.053
HRV,High income: nonOECD,2001,9.2,11.2,2348.15043884755,23289700000.0,5416.65,11.5586,6.9,74.5129,76.9029,15.822
HRV,High income: nonOECD,2000,9.8,11.2,2277.7059256821235,21774300000.0,4873.05,6.64488,7.2,72.8078,79.9195,16.064
HRV,High income: nonOECD,1999,10.0,11.5,2209.3747479116596,23386900000.0,5182.59,4.40536,7.4,72.642,80.7118,13.559
HRV,High income: nonOECD,1998,10.4,11.5,2143.09350547431,25432100000.0,5611.52,3.27322,7.7,72.3171,81.0613,11.392
HRV,High income: nonOECD,1997,12.2,11.5,2078.8007003100806,23822100000.0,5253.03,1.72961,8.0,72.4951,81.0096,9.71
HRV,High income: nonOECD,1996,11.8,11.1,2016.4366793007782,23678000000.0,5195.85,0.858982,8.3,72.3654,81.4058,9.68
HRV,High income: nonOECD,1995,10.9,10.9,1955.9435789217544,22387600000.0,4845.76,0.514029,8.6,72.0844,82.6333,10.111
HRV,High income: nonOECD,1994,10.4,10.6,1897.265271554102,,,0.268319,9.0,71.8034,83.2056,10.51
HRV,High income: nonOECD,1993,10.6,11.1,1840.3473134074789,,,0.0972134,9.4,71.5224,82.2834,10.884
HRV,High income: nonOECD,1992,10.3,11.3,1785.1368940052544,,,,9.9,71.2415,81.8426,10.972
HRV,High income: nonOECD,1991,11.1,11.7,1731.5827871850965,,,,10.5,72.1854,83.8673,11.14
HRV,High income: nonOECD,1990,11.6,10.9,1679.6353035695438,,,0.0,11.2,72.1705,85.4475,
HRV,High income: nonOECD,1989,11.7,11.0,1629.2462444624573,,,,11.9,71.8446,85.2667,
HRV,High income: nonOECD,1988,12.3,11.1,1580.3688571285836,,,,12.8,71.4883,85.0511,
HRV,High income: nonOECD,1987,12.5,11.2,1532.9577914147262,,,,13.8,71.4702,84.7745,
HRV,High income: nonOECD,1986,12.8,11.0,1486.9690576722844,,,,14.8,71.419,84.4473,
HRV,High income: nonOECD,1985,13.3,11.1,1442.3599859421158,,,,15.9,70.8861,84.089,
HRV,High income: nonOECD,1984,13.9,11.6,1399.0891863638521,,,,17.0,70.2185,83.7111,
HRV,High income: nonOECD,1983,14.1,11.8,1357.1165107729366,,,,18.2,70.2749,83.317,
HRV,High income: nonOECD,1982,14.4,11.0,1316.4030154497484,,,,19.4,70.4827,82.8874,
HRV,High income: nonOECD,1981,14.6,11.2,1276.9109249862558,,,,20.7,70.3444,82.4809,
HRV,High income: nonOECD,1980,14.8,10.9,1238.6035972366683,,,,,70.1754,82.2712,
HRV,High income: nonOECD,1979,15.1,10.5,1201.445489319568,,,,,70.4273,82.1817,
HRV,High income: nonOECD,1978,15.0,10.6,1165.4021246399811,,,,,70.5388,81.9368,
HRV,High income: nonOECD,1977,14.9,9.9,1130.4400609007816,,,,,70.7444,81.552,
HRV,High income: nonOECD,1976,14.8,9.9,1096.526859073758,,,,,70.4554,81.1292,
HRV,High income: nonOECD,1975,14.9,10.1,1063.6310533015453,,,,,70.002,80.7026,
HRV,High income: nonOECD,1974,15.0,10.0,1031.722121702499,,,,,69.2527,80.3194,
HRV,High income: nonOECD,1973,15.1,10.2,1000.7704580514239,,,,,69.0292,79.9528,
HRV,High income: nonOECD,1972,14.8,10.8,970.7473443098812,,,,,68.7787,79.6023,
HRV,High income: nonOECD,1971,14.6,10.1,941.6249239805848,,,,,68.5016,79.2573,
HRV,High income: nonOECD,1970,13.8,10.0,913.3761762611672,,,,,68.2005,78.917,
HRV,High income: nonOECD,1969,14.5,10.7,885.9748909733321,,,,,67.8814,78.5457,
HRV,High income: nonOECD,1968,15.0,10.0,859.3956442441322,,,,,67.5489,78.0831,
HRV,High income: nonOECD,1967,15.5,9.5,833.6137749168082,,,,,67.2087,77.6012,
HRV,High income: nonOECD,1966,16.5,8.8,808.6053616693039,,,,,66.8628,77.1007,
HRV,High income: nonOECD,1965,16.6,9.3,784.3472008192248,,,,,66.512,76.5681,
HRV,High income: nonOECD,1964,16.2,10.1,760.816784794648,,,,,66.1544,76.0665,
HRV,High income: nonOECD,1963,16.5,9.1,737.9922812508086,,,,,65.7879,75.5799,
HRV,High income: nonOECD,1962,17.2,10.0,715.8525128132843,,,,,65.4082,75.0619,
HRV,High income: nonOECD,1961,17.8,9.1,694.3769374288856,,,,,65.0155,74.5357,
HRV,High income: nonOECD,1960,18.4,10.0,673.5456293060191,,,,,64.6087,,
CUB,Upper middle income,2018,,,1421.0,,,,3.7,,109.0,2.264
CUB,Upper middle income,2017,10.386,8.827,1378.37,96851000000.0,8541.21,57.1484,3.8,78.662,109.01,2.278
CUB,Upper middle income,2016,10.611,8.665,1337.0189,91370000000.0,8060.8,42.9787,3.9,78.607,108.97,2.362
CUB,Upper middle income,2015,10.822,8.502,1296.9083329999999,87133000000.0,7694.01,37.3051,4.1,78.561,108.871,2.4
CUB,Upper middle income,2014,10.992,8.338,1258.00108301,80656000000.0,7133.34,29.0702,4.2,78.521,108.699,2.7
CUB,Upper middle income,2013,11.108,8.175,1220.2610505197,77148000000.0,6837.71,27.93,4.3,78.485,108.259,3.29
CUB,Upper middle income,2012,11.168,8.015,1183.6532190041087,73141000000.0,6497.32,21.2,4.4,78.446,105.751,3.46
CUB,Upper middle income,2011,11.179,7.862,1148.1436224339855,68990000000.0,6139.72,16.0173,4.6,78.4,105.15,3.18
CUB,Upper middle income,2010,11.16,7.721,1113.6993137609659,64328000000.0,5730.35,15.9,4.7,78.338,105.466,2.5
CUB,Upper middle income,2009,11.14,7.597,1080.288334348137,62080000000.0,5529.67,14.33,4.9,78.256,105.475,1.67
CUB,Upper middle income,2008,11.149,7.491,1047.8796843176929,60806300000.0,5411.27,12.94,5.0,78.15,105.571,1.583
CUB,Upper middle income,2007,11.21,7.406,1016.443293788162,58603900000.0,5208.72,11.69,5.2,78.019,105.704,1.788
CUB,Upper middle income,2006,11.335,7.34,985.949994974517,52742800000.0,4683.57,11.1596,5.4,77.864,105.809,1.913
CUB,Upper middle income,2005,11.527,7.291,956.3714951252815,42643800000.0,3786.66,9.73806,5.6,77.688,105.802,1.95
CUB,Upper middle income,2004,11.784,7.256,927.680350271523,38203000000.0,3395.71,8.40798,5.8,77.499,105.727,1.854
CUB,Upper middle income,2003,12.085,7.228,899.8499397633774,35901200000.0,3197.13,5.24127,6.0,77.303,105.537,2.33
CUB,Upper middle income,2002,12.409,7.204,872.8544415704761,33590500000.0,2999.25,3.77059,6.2,77.105,105.27,3.31
CUB,Upper middle income,2001,12.743,7.182,846.6688083233618,31682400000.0,2837.74,1.07975,6.5,76.905,103.954,4.08
CUB,Upper middle income,2000,13.069,7.165,821.2687440736609,30565400000.0,2747.1,0.541183,6.8,76.699,103.598,5.45
CUB,Upper middle income,1999,13.365,7.156,796.630681751451,28364600000.0,2558.9,0.314691,7.1,76.475,103.209,6.26
CUB,Upper middle income,1998,13.628,7.16,772.7317612989075,25736300000.0,2331.47,0.226699,7.4,76.23,102.781,6.23
